-5.99,-3.16,3.11
-5.18,-4.19,3.58
-6.6,-1.99,0.27
-6.46,-1.98,-0.43
-8.82,-3.81,1.16
-8.42,-3.44,1.08
-9.18,-4.31,0.58
-8.72,-3.49,-0.07
-8.31,-2.69,0.15
-8.54,-2.51,0.39
-7.94,-2.3,0.39
-7.69,-2.14,0.52
-7.62,-2.05,-0.57
-8.08,-2.94,-0.43
-8.11,-2.51,-0.34
-7.74,-1.51,-0.76
-9.11,-1.69,-0.22
-8.79,-1.71,0.49
-8.66,-1.56,0.52
-8.65,-1.68,0.59
-8.49,-1.59,0.16
-7.76,-0.92,-0.2
-7.79,-2.38,-0.55
-7.22,-2.34,-1
-7.32,-2,-1.3
-7.13,-2.18,-1.86
-7.72,-2.39,-1.77
-7.52,-2.12,-1.68
-7.4,-1.98,-2.55
-6.99,-1.91,-2.18
-7.09,-0.93,-1.81
-6.95,-2.04,-2.68
-6.92,-2.58,-2.73
-7.7,-2.06,-1.5
-7.68,-2.23,-1.32
-7.71,-2.36,-1.35
-7.2,-2.35,-0.78
-7.46,-2.49,-0.63
-6.72,-2.91,-0.65
-6.74,-2.75,-0.33
-6.89,-2.41,-0.38
-7.53,-3.24,-0.54
-7.95,-3.18,-0.71
-7.4,-3.02,-0.63
-6.94,-3.03,-1.54
-7.13,-2.02,-0.55
-7.38,-1.49,-0.61
-7.29,-2.04,-1.38
-7.72,-2.14,-0.9
-8.26,-2.06,-0.73
-8.28,-2.15,0.2
-7.65,-2.48,0.09
-7.96,-1.63,0.4
-7.17,-2.06,0.58
-7.19,-1.45,0.27
-7.13,-2.02,0.3
-7.81,-1.42,-0.33
-7.62,-1.5,0.19
-7.93,-1.85,0.26
-7.81,-2.51,0.07
-7.49,-2.89,0.35
-7.71,-3.53,0.04
-7.59,-3.76,-0.55
-7.05,-3.54,-0.38
-7.59,-2.76,0.29
-7.67,-2.25,0.01
-6.68,-2.02,-0.07
-7.14,-2.19,-0.3
-6.97,-2.57,-0.05
-7.33,-2.61,-0.59
-6.99,-3.07,-0.11
-6.99,-1.73,0.64
-6.95,-2.51,-0.1
-7.01,-2.03,-0.5
-7.03,-2.15,-0.03
-6.73,-1.81,0.12
-6.65,-1.7,0.02
-6.95,-1.98,-0.26
-6.7,-2.9,0.62
-7.52,-3.26,0.46
-7.52,-3.39,0.42
-7.4,-2.96,0.05
-7.35,-2.85,0.69
-7.5,-3.32,0.72
-7.86,-3.45,0.76
-7.39,-3.28,0.83
-7.02,-3.76,1.35
-7.92,-3.19,1.44
-7,-3.53,1.66
-7.38,-3.79,1.18
-7.38,-3.28,0.85
-7.24,-3.3,0.93
-7.24,-3.32,0.63
-7.4,-3.55,1.11
-7.19,-3.54,0.92
-6.76,-3.67,0.46
-7.36,-3.81,0.34
-7.85,-3.68,-0.17
-7.85,-3.91,0.05
-7.86,-4.01,0.09
-7.88,-4.22,-0.11
-8.29,-4.45,-0.28
-8.35,-3.08,-0.73
-7.84,-3.13,-0.72
-7.31,-2.97,-0.32
-7.63,-2.94,-0.7
-7.39,-2.84,-0.5
-7.81,-2.82,0.02
-7.29,-2.71,-0.39
-7.68,-2.81,-0.25
-7.64,-2.54,0.1
-7.56,-2.92,-0.04
-7.78,-3.89,0.5
-7.3,-4.37,0.58
-7.63,-3.76,0.2
-7.54,-3.87,0.64
-7.83,-3.8,0.38
-8.22,-4.01,0.15
-7.99,-4.19,0.58
-8.41,-3.37,0.11
-8.17,-3.85,-0.34
-8.97,-3.75,-0.41
-8.04,-3.71,0.24
-7.84,-2.89,0.19
-7.94,-2.77,-0.09
-7.32,-2.14,-0.6
-7.45,-2.37,-0.12
-8.07,-4.27,0.31
-8.57,-4.35,0.45
-7.88,-4.7,0.91
-8.31,-5.16,1.11
-7.58,-4.76,0.17
-7.73,-3.08,0.58
-9.88,-3.53,1.88
-9.4,-2.73,1.87
-9.55,-2.01,2.28
-9.37,-3.36,1.82
-8.63,-4.21,1.87
-8.29,-3.59,1.63
-8.15,-4.09,1.55
-9.42,-1.98,1.97
-8.7,-3.38,2.26
-7.81,-1.38,1.8
-7.78,-1.41,1.12
-7.34,-1.48,0.99
-7.58,-1.31,1.24
-7.68,-0.86,0.97
-8.36,-1.6,2.35
-8.8,-1.73,1.44
-9.28,-1.87,1.26
-9.08,-1.94,1.32
-8.91,-0.67,1.43
-8.89,-0.64,1.66
-8.97,-0.73,1.85
-8.9,-0.78,1.89
-8.71,-0.69,1.59
-9.66,-1.15,1.94
-9.18,-1.46,1.61
-8.79,-2.36,1.39
-8.52,-1.58,1.55
-8.19,-0.92,1.23
-8.36,-0.76,0.32
-8.56,-1.35,0.78
-8.21,-1.72,0.81
-7.92,-1.52,0.69
-7.22,-1.37,0.83
-7.67,-1.3,0.64
-8.25,-1.61,0.37
-8.02,-2.08,-0.25
-7.66,-2.09,0.23
-7.86,-2.09,0.81
-7.66,-1.45,1.22
-7.6,-1.76,1.73
-7.36,-1.81,2
-7.37,-1.98,2.33
-7.66,-2.14,2.67
-8.03,-1.93,2.67
-8.07,-1.57,3.26
-8.48,-1.3,3.32
-8.53,-0.91,2.73
-8.42,-1.75,2.46
-8.96,-2.46,2.51
-7.94,-3.2,0.54
-8.71,-3.07,0.42
-8.27,-1.2,-0.11
-7.62,-1.61,0.06
-7.69,-2.5,1.2
-8.31,-2.94,1.99
-7.91,-2.41,2.05
-8.11,-1.53,2.2
-7.23,-1.24,1.38
-7.85,-1.29,2.01
-8.04,-2.12,1
-7.66,-2.76,0.87
-7.75,-1.97,1.46
-7.9,-2.14,0.98
-7.27,-1.71,1.51
-8.17,-2.18,1.26
-8.06,-1.55,1.78
-7.65,-1.45,1.35
-7.59,-1.87,1.2
-7.53,-2.15,1.66
-7.41,-2.4,1.67
-8.25,-2.69,1.85
-8.45,-1.75,1.34
-8,-2.07,1.54
-8.15,-2.48,1.31
-8.26,-2.52,2.01
-8.81,-2.11,2.05
-8.6,-2.4,1.82
-8.08,-2.09,2.61
-7.96,-1.52,2.59
-7.53,-2.39,2.91
-7.68,-2.43,2.47
-7.61,-1.45,2.7
-8.18,-1.31,2.5
-7.96,-1.91,2.97
-8.14,-1.51,1.93
-7.58,-1.43,2.64
-7.96,-1.51,2.01
-7.7,-1.77,2.29
-7.68,-1.79,2.92
-8.27,-1.07,3.12
-7.58,-1.81,3.15
-7.6,-1.44,3.21
-7.07,-1.3,3.28
-6.87,-0.96,3.05
-6.63,-0.94,2.4
-6.36,-1.27,2.07
-6.4,-0.38,2.76
-6.11,0.08,2.4
-6.71,-0.36,2.97
-6.19,0.07,1.49
-5.97,-0.25,1.05
-6.03,0.11,0.49
-5.83,0.04,0.54
-5.36,-0.58,1.06
-5.71,-0.61,0.76
-6.04,-0.14,0.89
-5.79,-0.45,0.93
-5.66,-0.11,1.1
-6.05,-0.39,0.9
-5.64,-0.15,1.17
-4.97,-0.38,1.08
-5.51,0.06,0.95
-4.32,0.08,1.2
-5.83,0.69,1.11
-5.35,0.64,2.13
-5.35,1.91,2.07
-5.1,1,2.23
-5.67,0.33,2.12
-5.39,0.72,1.93
-5.07,1.38,2.52
-5.43,1.25,2.04
-5.26,1.04,2.21
-5.24,-0.77,1.69
-4.53,-0.48,1.96
-4.42,0.45,2.17
-4.68,0.11,1.68
-4.98,-0.36,1.46
-5,-0.26,2.14
-4.65,-0.25,2.14
-4.92,-0.27,1.51
-5.06,1.13,1.95
-4.52,0.26,2.16
-4.87,0.35,2.14
-4.7,0.38,2.27
-5.57,-0.33,1.46
-4.44,0.07,1.08
-4.3,0.12,2.46
-4.35,0.24,2.41
-4.43,0.23,2.32
-4.88,0.31,2.12
-4.78,-0.51,2.06
-4.65,-0.76,1.05
-4.7,-0.86,0.84
-5.2,-0.57,1.54
-5.35,-0.39,1.2
-5.67,-0.6,0.97
-6.35,-0.46,1.13
-6.2,-1.63,1.04
-5.72,-1.62,1.92
-5.58,-1.55,2.08
-5.05,-2.27,1.53
-4.74,-2.3,1.14
-4.52,-2.53,0.54
-3.96,-2.4,-0.02
-3.73,-1.85,1.07
-4.58,-1.59,-0.22
-4.35,-2.4,0.69
-4.26,-1.69,0.58
-4.63,-2.26,0.56
-5.1,-1.44,0.65
-5.12,-2.09,0.59
-4.9,-1.8,-0.04
